,지점,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
297,108,서울,2017-10,16.4,22.5,29.4,2017-10-02,11.6,2.5,2017-10-30
298,108,서울,2017-11,5.6,10.5,18.4,2017-11-07,1.3,-6.6,2017-11-19
299,108,서울,2017-12,-1.9,2.2,8.7,2017-12-23,-5.7,-12.3,2017-12-12
300,108,서울,2018-01,-4.0,0.1,8.7,2018-01-17,-7.3,-17.8,2018-01-26
301,108,서울,2018-02,-1.6,3.3,10.4,2018-02-26,-5.9,-13.4,2018-02-07
302,108,서울,2018-03,8.1,13.6,22.1,2018-03-14,3.8,-6.7,2018-03-02
303,108,서울,2018-04,13.0,18.5,26.3,2018-04-20,8.1,0.1,2018-04-09
304,108,서울,2018-05,18.2,23.3,29.6,2018-05-26,13.4,6.9,2018-05-03
305,108,서울,2018-06,23.1,28.4,32.9,2018-06-25,18.9,16.3,2018-06-16
306,108,서울,2018-07,27.8,32.1,38.3,2018-07-31,24.2,17.7,2018-07-08
307,108,서울,2018-08,28.8,33.3,39.6,2018-08-01,25.2,20.2,2018-08-27
308,108,서울,2018-09,21.5,26.0,30.9,2018-09-01,17.6,10.8,2018-09-25
309,108,서울,2018-10,13.1,18.6,25.6,2018-10-04,8.5,0.7,2018-10-30
310,108,서울,2018-11,7.8,13.2,19.4,2018-11-04,3.6,-3.1,2018-11-23
311,108,서울,2018-12,-0.6,4.1,13.5,2018-12-03,-4.7,-14.4,2018-12-28
312,108,서울,2019-01,-0.9,4.1,8.5,2019-01-19,-5.1,-10.1,2019-01-16
313,108,서울,2019-02,1.0,6.0,14.5,2019-02-23,-3.2,-10.2,2019-02-08
314,108,서울,2019-03,7.1,12.4,17.6,2019-03-26,2.7,-1.7,2019-03-14
315,108,서울,2019-04,12.1,17.6,28.2,2019-04-22,7.2,0.3,2019-04-01
316,108,서울,2019-05,19.4,25.6,33.4,2019-05-24,13.7,8.4,2019-05-07
317,108,서울,2019-06,22.5,27.7,32.8,2019-06-25,18.1,14.1,2019-06-02
318,108,서울,2019-07,25.9,30.1,36.1,2019-07-06,22.7,19.3,2019-07-10
319,108,서울,2019-08,27.2,31.6,36.8,2019-08-06,23.6,18.5,2019-08-31
320,108,서울,2019-09,22.6,27.1,30.5,2019-09-16,19.0,13.6,2019-09-19
321,108,서울,2019-10,16.4,21.8,28.2,2019-10-01,11.8,4.7,2019-10-27
322,108,서울,2019-11,7.6,12.9,22.1,2019-11-03,3.1,-4.6,2019-11-20
323,108,서울,2019-12,1.4,5.3,12.9,2019-12-16,-2.6,-10.9,2019-12-31
324,108,서울,2020-01,1.6,5.9,11.9,2020-01-26,-1.7,-6.5,2020-01-01
325,108,서울,2020-02,2.5,7.2,15.6,2020-02-15,-1.3,-11.8,2020-02-06
326,108,서울,2020-03,7.7,13.3,20.6,2020-03-26,2.6,-2.8,2020-03-05
327,108,서울,2020-04,11.1,16.6,23.8,2020-04-16,6.3,1.9,2020-04-05
328,108,서울,2020-05,18.0,23.3,30.0,2020-05-30,13.7,9.2,2020-05-20
329,108,서울,2020-06,23.9,29.0,35.4,2020-06-22,19.9,14.8,2020-06-02
330,108,서울,2020-07,24.1,28.0,32.9,2020-07-09,21.1,17.2,2020-07-14
331,108,서울,2020-08,26.5,29.3,34.5,2020-08-26,24.4,21.5,2020-08-23
332,108,서울,2020-09,21.4,25.6,29.5,2020-09-01,18.0,13.6,2020-09-21
333,108,서울,2020-10,14.3,19.5,23.6,2020-10-01,9.6,3.2,2020-10-24
334,108,서울,2020-11,8.0,12.6,20.0,2020-11-17,4.0,-3.6,2020-11-30
335,108,서울,2020-12,-0.3,3.9,11.4,2020-12-28,-4.2,-12.9,2020-12-31
336,108,서울,2021-01,-2.4,2.2,13.9,2021-01-25,-6.8,-18.6,2021-01-08
337,108,서울,2021-02,2.7,7.9,17.4,2021-02-21,-2.2,-10.6,2021-02-18
338,108,서울,2021-03,9.0,14.8,22.9,2021-03-31,4.3,-1.2,2021-03-03
339,108,서울,2021-04,14.2,19.5,28.2,2021-04-21,9.5,3.1,2021-04-14
340,108,서울,2021-05,17.1,21.9,30.8,2021-05-14,12.8,7.3,2021-05-02
341,108,서울,2021-06,22.8,27.6,31.6,2021-06-09,18.9,13.3,2021-06-04
342,108,서울,2021-07,28.1,32.2,36.5,2021-07-24,24.6,19.6,2021-07-03
343,108,서울,2021-08,25.9,29.7,33.7,2021-08-05,22.8,18.1,2021-08-31
344,108,서울,2021-09,22.6,26.9,30.3,2021-09-13,18.8,16.0,2021-09-30
345,108,서울,2021-10,15.6,20.5,28.8,2021-10-03,11.6,1.3,2021-10-17
346,108,서울,2021-11,8.2,13.1,21.3,2021-11-07,4.0,-3.7,2021-11-23
347,108,서울,2021-12,0.6,5.1,13.3,2021-12-08,-3.5,-15.5,2021-12-26
348,108,서울,2022-01,-2.2,2.6,8.4,2022-01-24,-6.2,-11.3,2022-01-12
349,108,서울,2022-02,-1.1,3.8,11.5,2022-02-28,-5.3,-10.7,2022-02-17
350,108,서울,2022-03,7.7,12.7,19.5,2022-03-12,3.2,-3.0,2022-03-06
351,108,서울,2022-04,14.8,20.6,28.7,2022-04-26,10.0,3.5,2022-04-03
352,108,서울,2022-05,19.1,25.0,30.7,2022-05-23,13.9,7.9,2022-05-01
353,108,서울,2022-06,23.3,27.5,32.7,2022-06-11,19.8,14.9,2022-06-15
354,108,서울,2022-07,27.3,31.0,36.1,2022-07-30,24.2,20.8,2022-07-21
355,108,서울,2022-08,,,32.9,2022-08-04,,25.2,2022-08-03
356,159,부산,1993-01,3.4,7.7,14.1,1993-01-25,0.0,-6.3,1993-01-19
357,159,부산,1993-02,5.9,10.9,19.2,1993-02-06,1.6,-5.4,1993-02-24
358,159,부산,1993-03,8.2,13.0,17.7,1993-03-25,4.3,-5.0,1993-03-02
359,159,부산,1993-04,13.4,18.3,25.8,1993-04-18,9.1,0.9,1993-04-09
360,159,부산,1993-05,17.2,21.1,26.7,1993-05-28,13.8,9.2,1993-05-02
361,159,부산,1993-06,20.2,23.5,26.7,1993-06-27,17.9,14.6,1993-06-06
362,159,부산,1993-07,21.8,24.9,28.2,1993-07-31,19.6,16.5,1993-07-03
363,159,부산,1993-08,22.8,25.9,30.7,1993-08-25,20.7,18.4,1993-08-31
364,159,부산,1993-09,21.7,25.5,29.0,1993-09-01,18.7,15.4,1993-09-30
365,159,부산,1993-10,16.5,21.4,25.9,1993-10-10,13.0,6.4,1993-10-31
366,159,부산,1993-11,12.2,16.4,23.2,1993-11-05,8.8,-3.4,1993-11-24
367,159,부산,1993-12,5.1,9.9,16.6,1993-12-02,1.1,-5.2,1993-12-22
368,159,부산,1994-01,3.9,8.9,14.6,1994-01-16,0.2,-6.9,1994-01-19
369,159,부산,1994-02,5.2,10.5,15.8,1994-02-19,1.5,-5.4,1994-02-10
370,159,부산,1994-03,7.4,12.3,19.1,1994-03-31,3.5,-1.9,1994-03-14
371,159,부산,1994-04,15.0,19.5,24.3,1994-04-29,11.2,5.7,1994-04-09
372,159,부산,1994-05,18.0,21.7,27.3,1994-05-31,14.5,10.0,1994-05-06
373,159,부산,1994-06,20.5,24.3,28.0,1994-06-14,17.4,14.1,1994-06-22
374,159,부산,1994-07,27.9,31.4,35.8,1994-07-24,25.2,22.7,1994-07-03
375,159,부산,1994-08,28.1,31.6,34.0,1994-08-18,25.5,21.2,1994-08-22
376,159,부산,1994-09,23.1,27.7,35.2,1994-09-02,19.8,15.0,1994-09-25
377,159,부산,1994-10,17.9,22.6,27.2,1994-10-01,14.1,7.3,1994-10-22
378,159,부산,1994-11,13.8,18.6,23.9,1994-11-12,10.3,2.8,1994-11-27
379,159,부산,1994-12,6.9,11.3,19.0,1994-12-07,3.0,-5.1,1994-12-16
380,159,부산,1995-01,2.9,7.5,14.1,1995-01-08,-1.2,-6.0,1995-01-30
381,159,부산,1995-02,5.6,10.8,15.0,1995-02-08,1.7,-4.4,1995-02-01
382,159,부산,1995-03,9.0,14.0,19.9,1995-03-08,5.2,-1.3,1995-03-05
383,159,부산,1995-04,13.3,18.3,23.7,1995-04-30,9.4,2.6,1995-04-03
384,159,부산,1995-05,17.0,21.4,27.3,1995-05-31,13.3,8.0,1995-05-11
385,159,부산,1995-06,20.0,24.0,28.6,1995-06-20,17.2,14.1,1995-06-05
386,159,부산,1995-07,24.1,27.3,32.7,1995-07-28,21.9,18.9,1995-07-19
387,159,부산,1995-08,27.3,31.0,32.8,1995-08-18,24.6,22.2,1995-08-28
388,159,부산,1995-09,21.4,25.4,29.2,1995-09-03,18.5,13.7,1995-09-28
389,159,부산,1995-10,18.0,23.2,27.3,1995-10-03,14.2,9.6,1995-10-31
390,159,부산,1995-11,10.7,16.5,22.8,1995-11-06,5.8,0.6,1995-11-24
391,159,부산,1995-12,4.6,9.4,15.1,1995-12-10,0.8,-6.7,1995-12-25
392,159,부산,1996-01,3.8,8.5,14.5,1996-01-14,-0.4,-6.9,1996-01-09
393,159,부산,1996-02,3.4,8.8,19.5,1996-02-14,-0.8,-9.5,1996-02-02
394,159,부산,1996-03,7.9,12.4,15.8,1996-03-25,3.8,-1.2,1996-03-02
395,159,부산,1996-04,12.2,17.4,26.6,1996-04-27,8.2,-0.1,1996-04-03
396,159,부산,1996-05,18.0,22.7,29.9,1996-05-25,14.3,10.0,1996-05-06
397,159,부산,1996-06,20.5,23.7,27.9,1996-06-04,18.1,16.2,1996-06-06
398,159,부산,1996-07,23.8,27.6,33.9,1996-07-19,21.3,15.8,1996-07-06
399,159,부산,1996-08,26.2,30.3,34.9,1996-08-15,23.5,18.8,1996-08-31
400,159,부산,1996-09,22.6,27.1,29.8,1996-09-26,19.4,16.1,1996-09-22
401,159,부산,1996-10,17.8,23.0,26.1,1996-10-30,14.1,8.6,1996-10-27
402,159,부산,1996-11,11.4,15.8,21.7,1996-11-10,7.6,-1.7,1996-11-30
403,159,부산,1996-12,6.4,11.9,18.7,1996-12-16,2.0,-5.7,1996-12-01
404,159,부산,1997-01,3.0,8.2,17.5,1997-01-01,-1.2,-8.9,1997-01-22
405,159,부산,1997-02,5.8,11.3,17.9,1997-02-28,1.1,-3.8,1997-02-17
406,159,부산,1997-03,9.8,15.1,20.8,1997-03-28,5.8,0.0,1997-03-03
407,159,부산,1997-04,14.0,18.9,23.4,1997-04-30,10.2,5.8,1997-04-01
408,159,부산,1997-05,17.9,22.3,26.6,1997-05-06,14.6,9.5,1997-05-09
409,159,부산,1997-06,22.2,26.2,29.9,1997-06-19,19.0,15.0,1997-06-07
410,159,부산,1997-07,24.5,27.7,32.7,1997-07-25,22.1,18.7,1997-07-07
411,159,부산,1997-08,25.9,29.7,33.7,1997-08-30,23.4,21.0,1997-08-15
412,159,부산,1997-09,21.9,26.5,34.1,1997-09-01,18.9,15.0,1997-09-28
413,159,부산,1997-10,17.3,22.6,27.5,1997-10-23,13.2,1.8,1997-10-31
414,159,부산,1997-11,13.2,18.1,22.6,1997-11-11,9.6,2.6,1997-11-19
415,159,부산,1997-12,6.7,11.2,18.9,1997-12-20,3.1,-5.4,1997-12-03
416,159,부산,1998-01,3.6,7.9,13.1,1998-01-01,0.0,-8.1,1998-01-25
417,159,부산,1998-02,7.3,11.4,20.3,1998-02-12,4.0,-4.3,1998-02-09
418,159,부산,1998-03,10.2,15.3,22.9,1998-03-30,6.7,0.0,1998-03-15
419,159,부산,1998-04,15.5,19.3,27.5,1998-04-24,12.5,5.0,1998-04-02
420,159,부산,1998-05,19.0,22.9,28.1,1998-05-30,15.8,11.6,1998-05-05
421,159,부산,1998-06,20.3,23.2,27.5,1998-06-29,17.9,13.0,1998-06-07
422,159,부산,1998-07,24.5,27.2,30.8,1998-07-09,22.5,20.2,1998-07-17
423,159,부산,1998-08,26.2,29.0,32.3,1998-08-07,24.1,21.6,1998-08-31
424,159,부산,1998-09,24.1,27.9,32.0,1998-09-07,21.3,17.6,1998-09-23
425,159,부산,1998-10,19.4,23.5,27.0,1998-10-01,16.4,12.1,1998-10-20
426,159,부산,1998-11,12.0,16.6,23.4,1998-11-15,8.1,-0.1,1998-11-19
427,159,부산,1998-12,7.8,12.6,18.1,1998-12-18,4.0,-2.2,1998-12-10
428,159,부산,1999-01,4.3,9.1,15.3,1999-01-05,0.4,-6.6,1999-01-09
429,159,부산,1999-02,5.3,10.0,17.6,1999-02-17,1.2,-7.3,1999-02-03
430,159,부산,1999-03,9.5,13.7,18.7,1999-03-05,5.8,-2.4,1999-03-22
431,159,부산,1999-04,14.4,18.7,28.1,1999-04-27,10.7,4.9,1999-04-07
432,159,부산,1999-05,18.2,22.3,26.1,1999-05-29,14.8,13.1,1999-05-04
433,159,부산,1999-06,21.2,24.6,28.6,1999-06-12,18.5,15.6,1999-06-17
434,159,부산,1999-07,23.5,26.6,30.9,1999-07-21,21.7,18.8,1999-07-06
435,159,부산,1999-08,25.2,28.5,32.2,1999-08-10,23.0,19.7,1999-08-26
436,159,부산,1999-09,23.8,27.3,31.8,1999-09-12,21.4,17.9,1999-09-27
437,159,부산,1999-10,17.7,22.3,29.1,1999-10-02,14.1,4.5,1999-10-17
438,159,부산,1999-11,11.7,16.7,22.7,1999-11-07,7.9,-0.8,1999-11-27
439,159,부산,1999-12,5.7,10.5,16.6,1999-12-03,2.0,-6.0,1999-12-20
440,159,부산,2000-01,4.2,8.8,15.9,2000-01-02,0.5,-7.1,2000-01-21
441,159,부산,2000-02,3.2,8.5,13.3,2000-02-12,-1.2,-6.5,2000-02-09
442,159,부산,2000-03,9.1,14.0,18.3,2000-03-19,5.1,-2.5,2000-03-08
443,159,부산,2000-04,13.2,17.6,21.4,2000-04-29,9.5,2.8,2000-04-11
444,159,부산,2000-05,17.3,22.0,29.1,2000-05-29,14.0,10.7,2000-05-02
445,159,부산,2000-06,20.4,24.1,28.6,2000-06-07,17.5,14.8,2000-06-13
446,159,부산,2000-07,25.3,28.9,31.7,2000-07-20,22.5,18.4,2000-07-24
447,159,부산,2000-08,26.7,30.1,33.1,2000-08-12,24.3,21.2,2000-08-01
448,159,부산,2000-09,21.9,25.7,31.3,2000-09-02,19.4,16.3,2000-09-18
449,159,부산,2000-10,18.2,22.4,27.2,2000-10-25,15.1,10.3,2000-10-30
450,159,부산,2000-11,12.1,16.6,23.0,2000-11-07,8.7,2.0,2000-11-22
451,159,부산,2000-12,7.3,11.8,18.0,2000-12-02,3.5,-5.2,2000-12-12
452,159,부산,2001-01,2.7,6.8,12.0,2001-01-19,-0.7,-10.3,2001-01-15
453,159,부산,2001-02,5.7,10.3,17.1,2001-02-22,2.0,-4.4,2001-02-02
454,159,부산,2001-03,9.6,14.6,22.7,2001-03-25,5.6,-3.3,2001-03-09
455,159,부산,2001-04,15.0,20.2,25.3,2001-04-19,11.0,3.8,2001-04-01
456,159,부산,2001-05,19.0,23.4,29.6,2001-05-27,16.0,11.1,2001-05-03
457,159,부산,2001-06,21.6,25.6,29.5,2001-06-28,18.8,15.5,2001-06-16
458,159,부산,2001-07,26.0,29.8,33.3,2001-07-24,23.3,19.2,2001-07-07
459,159,부산,2001-08,26.9,31.1,34.5,2001-08-04,24.2,18.9,2001-08-30
460,159,부산,2001-09,22.7,27.3,30.4,2001-09-08,19.7,14.6,2001-09-22
461,159,부산,2001-10,18.5,23.3,26.8,2001-10-03,15.3,11.8,2001-10-30
462,159,부산,2001-11,11.4,17.1,23.0,2001-11-01,7.5,-0.3,2001-11-27
463,159,부산,2001-12,4.8,9.9,17.5,2001-12-02,1.2,-2.3,2001-12-31
464,159,부산,2002-01,4.8,8.8,16.8,2002-01-15,1.4,-6.2,2002-01-03
465,159,부산,2002-02,6.6,11.8,16.5,2002-02-26,2.9,-3.3,2002-02-12
466,159,부산,2002-03,10.7,15.5,21.1,2002-03-31,6.8,0.1,2002-03-07
467,159,부산,2002-04,14.4,18.5,23.6,2002-04-01,10.7,6.6,2002-04-10
468,159,부산,2002-05,17.0,21.0,27.7,2002-05-24,13.9,10.3,2002-05-11
469,159,부산,2002-06,20.9,25.2,29.2,2002-06-08,17.8,13.7,2002-06-27
470,159,부산,2002-07,24.0,27.2,32.1,2002-07-27,21.7,19.4,2002-07-11
471,159,부산,2002-08,24.2,27.1,33.4,2002-08-02,22.1,18.1,2002-08-13
472,159,부산,2002-09,21.7,25.9,29.9,2002-09-04,18.7,15.5,2002-09-16
473,159,부산,2002-10,16.4,21.1,26.5,2002-10-13,12.9,3.7,2002-10-29
474,159,부산,2002-11,8.8,13.7,21.0,2002-11-11,4.8,0.8,2002-11-09
475,159,부산,2002-12,6.5,10.6,16.9,2002-12-04,3.2,-4.1,2002-12-10
476,159,부산,2003-01,2.5,7.2,13.0,2003-01-18,-1.3,-8.7,2003-01-30
477,159,부산,2003-02,6.3,11.0,15.2,2003-02-17,2.7,-3.0,2003-02-13
478,159,부산,2003-03,8.6,13.3,18.3,2003-03-26,5.0,-1.5,2003-03-04
479,159,부산,2003-04,13.8,18.2,24.1,2003-04-28,10.7,5.6,2003-04-10
480,159,부산,2003-05,16.9,20.9,24.7,2003-05-28,13.8,7.8,2003-05-09
481,159,부산,2003-06,20.8,24.3,27.2,2003-06-09,18.2,14.3,2003-06-04
482,159,부산,2003-07,21.3,24.1,28.7,2003-07-29,19.2,17.1,2003-07-01
483,159,부산,2003-08,24.1,27.4,30.7,2003-08-22,21.8,19.1,2003-08-18
484,159,부산,2003-09,22.5,26.7,31.0,2003-09-08,19.5,14.6,2003-09-30
485,159,부산,2003-10,16.6,21.8,26.7,2003-10-11,12.7,7.0,2003-10-24
486,159,부산,2003-11,13.1,17.3,25.6,2003-11-02,10.0,0.4,2003-11-23
487,159,부산,2003-12,5.2,9.7,16.5,2003-12-05,1.5,-4.6,2003-12-20
488,159,부산,2004-01,2.8,7.9,13.1,2004-01-31,-0.8,-10.5,2004-01-22
489,159,부산,2004-02,6.6,11.7,20.0,2004-02-19,2.6,-4.9,2004-02-06
490,159,부산,2004-03,8.8,13.8,20.9,2004-03-29,4.8,-5.0,2004-03-07
491,159,부산,2004-04,14.0,19.3,24.7,2004-04-20,10.1,4.7,2004-04-04
492,159,부산,2004-05,17.3,20.9,25.3,2004-05-11,14.3,11.4,2004-05-05
493,159,부산,2004-06,21.0,25.0,28.6,2004-06-20,17.6,13.5,2004-06-01
494,159,부산,2004-07,24.2,27.5,33.2,2004-07-31,21.5,18.3,2004-07-09
495,159,부산,2004-08,25.2,29.1,34.1,2004-08-13,22.4,16.8,2004-08-22
496,159,부산,2004-09,22.0,25.6,30.1,2004-09-02,19.6,16.1,2004-09-30
497,159,부산,2004-10,16.8,21.4,25.1,2004-10-01,13.3,9.6,2004-10-15
498,159,부산,2004-11,12.5,17.6,22.2,2004-11-09,8.6,2.8,2004-11-16
499,159,부산,2004-12,7.4,11.9,19.4,2004-12-03,3.7,-3.2,2004-12-30
500,159,부산,2005-01,2.0,6.4,12.9,2005-01-28,-1.7,-7.6,2005-01-10
501,159,부산,2005-02,2.5,6.9,13.0,2005-02-09,-1.2,-7.9,2005-02-02
502,159,부산,2005-03,7.1,12.2,20.0,2005-03-28,3.0,-4.9,2005-03-13
503,159,부산,2005-04,14.0,18.6,23.7,2005-04-29,10.4,4.3,2005-04-03
504,159,부산,2005-05,17.1,22.0,25.5,2005-05-23,13.3,9.1,2005-05-08
505,159,부산,2005-06,21.0,24.6,29.4,2005-06-24,18.2,13.5,2005-06-05
506,159,부산,2005-07,23.8,26.9,31.2,2005-07-20,21.4,17.4,2005-07-11
507,159,부산,2005-08,25.8,29.1,32.8,2005-08-14,23.3,20.2,2005-08-23
508,159,부산,2005-09,22.8,26.4,31.4,2005-09-02,20.3,17.1,2005-09-27
509,159,부산,2005-10,17.1,21.9,27.7,2005-10-02,13.8,7.4,2005-10-23
510,159,부산,2005-11,11.6,16.5,24.5,2005-11-04,8.0,2.8,2005-11-16
511,159,부산,2005-12,1.2,6.1,15.4,2005-12-01,-2.8,-10.6,2005-12-18
512,159,부산,2006-01,3.9,8.4,14.2,2006-01-29,0.7,-6.3,2006-01-07
513,159,부산,2006-02,4.0,8.9,16.3,2006-02-21,0.0,-9.6,2006-02-04
514,159,부산,2006-03,8.0,13.3,18.7,2006-03-17,3.8,-6.5,2006-03-13
515,159,부산,2006-04,12.2,16.5,21.2,2006-04-30,8.6,4.5,2006-04-14
516,159,부산,2006-05,16.3,20.8,25.3,2006-05-23,13.2,8.2,2006-05-03
517,159,부산,2006-06,20.3,24.1,28.6,2006-06-21,17.2,13.4,2006-06-04
518,159,부산,2006-07,22.6,25.3,32.2,2006-07-31,20.1,16.8,2006-07-20
519,159,부산,2006-08,27.5,31.3,34.5,2006-08-08,24.5,21.2,2006-08-19
520,159,부산,2006-09,21.3,25.2,30.3,2006-09-04,18.6,16.6,2006-09-25
521,159,부산,2006-10,20.0,24.6,27.8,2006-10-11,17.0,13.5,2006-10-25
522,159,부산,2006-11,13.1,16.9,24.2,2006-11-09,9.9,3.8,2006-11-30
523,159,부산,2006-12,6.6,11.0,17.1,2006-12-26,3.1,-7.4,2006-12-29
524,159,부산,2007-01,5.2,9.7,14.9,2007-01-21,2.1,-2.6,2007-01-13
525,159,부산,2007-02,7.9,12.8,17.2,2007-02-06,4.1,-3.5,2007-02-02
526,159,부산,2007-03,9.1,13.4,20.0,2007-03-25,5.8,-3.6,2007-03-07
527,159,부산,2007-04,13.2,17.5,23.5,2007-04-29,9.7,4.0,2007-04-03
528,159,부산,2007-05,17.8,21.8,28.0,2007-05-25,14.5,10.9,2007-05-10
529,159,부산,2007-06,20.5,23.8,26.8,2007-06-07,18.0,14.9,2007-06-10
530,159,부산,2007-07,22.8,25.4,31.5,2007-07-26,20.8,18.1,2007-07-16
531,159,부산,2007-08,26.7,29.5,32.6,2007-08-25,24.5,20.0,2007-08-31
532,159,부산,2007-09,22.9,26.0,30.1,2007-09-19,20.6,18.6,2007-09-30
533,159,부산,2007-10,18.3,22.5,26.6,2007-10-04,15.4,8.0,2007-10-21
534,159,부산,2007-11,11.9,16.1,22.1,2007-11-09,8.5,-0.1,2007-11-19
535,159,부산,2007-12,7.3,11.1,17.0,2007-12-11,4.3,-1.6,2007-12-31
536,159,부산,2008-01,4.7,8.6,14.0,2008-01-09,1.7,-5.2,2008-01-17
537,159,부산,2008-02,3.8,8.7,13.6,2008-02-22,-0.2,-5.8,2008-02-13
538,159,부산,2008-03,9.5,14.2,18.2,2008-03-11,6.1,1.0,2008-03-04
539,159,부산,2008-04,13.9,17.8,21.3,2008-04-22,10.7,6.9,2008-04-01
540,159,부산,2008-05,17.4,21.4,27.3,2008-05-26,14.4,9.6,2008-05-13
541,159,부산,2008-06,19.7,22.6,26.5,2008-06-13,17.3,14.1,2008-06-04
542,159,부산,2008-07,25.6,28.4,31.4,2008-07-18,23.3,18.6,2008-07-01
543,159,부산,2008-08,25.0,28.2,31.0,2008-08-11,22.5,19.9,2008-08-28
544,159,부산,2008-09,22.9,26.2,29.8,2008-09-11,20.5,13.1,2008-09-27
545,159,부산,2008-10,19.1,23.1,26.4,2008-10-18,16.2,9.9,2008-10-28
546,159,부산,2008-11,11.6,15.8,21.3,2008-11-13,8.6,-0.9,2008-11-20
547,159,부산,2008-12,6.6,10.9,18.8,2008-12-10,2.9,-6.1,2008-12-06
548,159,부산,2009-01,3.5,7.9,12.7,2009-01-28,0.0,-7.6,2009-01-24
549,159,부산,2009-02,8.3,12.2,17.4,2009-02-14,5.0,-3.1,2009-02-17
550,159,부산,2009-03,9.8,13.8,20.0,2009-03-22,6.1,-0.6,2009-03-14
551,159,부산,2009-04,14.3,19.1,23.3,2009-04-11,10.7,3.3,2009-04-01
552,159,부산,2009-05,18.6,22.8,26.9,2009-05-09,15.3,12.5,2009-05-18
553,159,부산,2009-06,21.4,25.1,29.8,2009-06-25,18.7,15.8,2009-06-08
554,159,부산,2009-07,23.3,26.3,29.0,2009-07-18,21.1,18.4,2009-07-01
555,159,부산,2009-08,25.0,28.1,32.5,2009-08-22,22.9,19.8,2009-08-02
556,159,부산,2009-09,22.7,26.4,29.1,2009-09-24,20.1,17.6,2009-09-20
557,159,부산,2009-10,18.8,23.4,26.8,2009-10-01,15.4,12.4,2009-10-17
558,159,부산,2009-11,11.1,15.2,24.1,2009-11-07,7.7,-0.1,2009-11-17
559,159,부산,2009-12,5.4,9.8,17.2,2009-12-11,1.8,-6.0,2009-12-31
560,159,부산,2010-01,3.0,7.7,15.6,2010-01-20,-1.1,-7.2,2010-01-14
561,159,부산,2010-02,5.8,10.0,18.4,2010-02-24,2.4,-5.0,2010-02-03
562,159,부산,2010-03,7.8,11.5,18.5,2010-03-20,4.5,-2.5,2010-03-10
563,159,부산,2010-04,11.5,16.0,21.0,2010-04-06,7.8,1.9,2010-04-14
564,159,부산,2010-05,17.2,21.3,27.8,2010-05-21,13.9,8.5,2010-05-01
565,159,부산,2010-06,22.0,25.5,29.0,2010-06-17,19.4,12.4,2010-06-01
566,159,부산,2010-07,25.2,28.3,32.4,2010-07-25,23.0,20.2,2010-07-07
567,159,부산,2010-08,27.9,30.9,34.1,2010-08-22,25.6,24.0,2010-08-11
568,159,부산,2010-09,24.1,27.9,32.3,2010-09-04,21.4,16.8,2010-09-29
569,159,부산,2010-10,18.2,22.5,26.9,2010-10-10,15.1,5.5,2010-10-26
570,159,부산,2010-11,11.3,16.4,21.0,2010-11-06,7.2,1.8,2010-11-28
571,159,부산,2010-12,5.2,9.9,19.3,2010-12-01,1.0,-8.1,2010-12-25
572,159,부산,2011-01,-0.7,4.6,9.5,2011-01-02,-4.8,-12.8,2011-01-16
573,159,부산,2011-02,6.1,10.9,17.6,2011-02-24,2.7,-3.4,2011-02-13
574,159,부산,2011-03,7.4,12.6,20.1,2011-03-31,3.1,-2.5,2011-03-03
575,159,부산,2011-04,13.1,17.3,21.4,2011-04-13,9.3,5.3,2011-04-04
576,159,부산,2011-05,17.3,20.8,24.2,2011-05-08,14.4,11.7,2011-05-05
577,159,부산,2011-06,21.3,24.8,27.8,2011-06-21,19.0,15.2,2011-06-01
578,159,부산,2011-07,25.1,28.4,33.0,2011-07-20,22.5,19.4,2011-07-06
579,159,부산,2011-08,25.8,28.9,32.3,2011-08-05,23.8,19.5,2011-08-21
580,159,부산,2011-09,23.3,27.1,31.6,2011-09-16,20.5,14.8,2011-09-22
581,159,부산,2011-10,17.6,22.3,27.4,2011-10-10,13.9,6.4,2011-10-26
582,159,부산,2011-11,14.1,18.3,24.6,2011-11-03,10.9,0.9,2011-11-21
583,159,부산,2011-12,4.4,9.1,15.3,2011-12-13,0.7,-5.6,2011-12-17
584,159,부산,2012-01,2.8,7.4,13.7,2012-01-21,-0.7,-6.5,2012-01-26
585,159,부산,2012-02,2.8,7.2,16.4,2012-02-23,-0.9,-9.9,2012-02-02
586,159,부산,2012-03,8.3,12.3,19.7,2012-03-28,4.9,-3.6,2012-03-12
587,159,부산,2012-04,14.0,18.0,23.3,2012-04-24,10.3,2.1,2012-04-01
588,159,부산,2012-05,18.9,23.1,28.2,2012-05-23,15.9,11.4,2012-05-12
589,159,부산,2012-06,21.6,24.9,27.8,2012-06-06,19.1,15.9,2012-06-01
590,159,부산,2012-07,25.5,28.5,33.1,2012-07-28,23.3,20.2,2012-07-07
591,159,부산,2012-08,27.5,30.7,34.5,2012-08-01,25.1,20.6,2012-08-31
592,159,부산,2012-09,22.2,26.1,29.2,2012-09-05,19.1,14.1,2012-09-30
593,159,부산,2012-10,17.8,22.7,25.6,2012-10-21,14.0,8.5,2012-10-31
594,159,부산,2012-11,10.1,14.7,19.6,2012-11-09,6.5,0.6,2012-11-27
595,159,부산,2012-12,2.9,7.1,14.7,2012-12-14,-0.8,-7.7,2012-12-24
